##OTU ID	11509	208MM	04409	06409	171MM	01112	02507	183MM	08209	227MM	02901	04303	200MM	08601	01207	10712	191MM	220MM	04603	197MM	10524	02701	04305	02912	204MM	01101	181MM	179MM	01601	07505	07507	10205	201MM	01212	11401	06324	219MM	193MM	10509	07501	08609	228MM	07603	02301	04307	04609	04407	177MM	06401	10603	07107	232MM	211MM	02705	10724	08605	02703	03112	10624	173MM	03124	01124	01603	223MM	03412	10503	01107	03407	210MM	02707	172MM	02312	10612	10201	186MM	11407	03101	174MM	213MM	01605	182MM	03103	03401	02907	212MM	04503	03601	205MM	06412	02303	11524	10703	07109	04312	02524	10609	02503	10224	187MM	10207	06407	03405	08207	03624	10601	10701	06403	10707	02909	07524	01109	178MM	01203	196MM	01607	03612	11503	03424	11505	04401	02309	11409	184MM	01224	218MM	03105	08203	02512	194MM	03605	03609	202MM	207MM	06312	04524	185MM	07105	04512	10607	03403	06307	02905	07112	02305	07103	04505	02505	188MM	03603	06303	203MM	02924	04624	08224	02709	02724	10709	04324	08603	175MM	190MM	10212	216MM	06424	03409	04412	06301	226MM	11405	10605	02903	11501	10507	10705	10203	199MM	04424	08624	02712	10209	07509	04507	01624	206MM	11424	04501	08612	04612	04403	195MM	02324	176MM	04607	10501	209MM	01609	02307	04405	08607	01103	03607	07601	229MM	04601	07512	10512	217MM	07101	03107	02501	11403	01105	11507	192MM	08205	10505	07607	07503	07605	221MM	04301	01205	07624	07609	224MM	222MM	04605	214MM	01201	11412	01209	04309	06305	02509	03109	08201	06405	07124	taxonomy
Zotu4	2189	15	800	936	0	214	3454	6	346	43	3	5571	5	1	10	231	15	17	3	1	85	2	932	472	0	4	0	1	1	3146	535	2	1	4815	2614	155	0	0	7734	1	1007	0	4	1862	4580	210	1855	0	4	2140	876	0	0	5830	29	1744	3608	2898	5	0	25	63	5	96	505	4	802	2	26	1119	4	472	116	4	1	1433	1	0	0	0	0	1	2	577	8	5	4	2	210	3131	38	3	1161	1287	10	542	1	9	0	4694	1481	2	3	71	0	2	2482	2	1559	170	5	6	1	30	384	742	3	9	3	0	2198	901	0	63	0	7	3	265	0	577	2371	15	6	485	1	2	14	1518	1327	0	1	3115	3730	3356	5	2	2143	1	3954	3	7	22	2	36	816	4	1127	80	2675	17	0	390	5	20	7	3093	0	12	362	7	2	1	429	2249	11	0	4	44	402	1879	5	1	4	0	86	3	243	129	703	0	25	4	1350	3	10	469	2022	2761	2781	176	1089	0	0	6	203	4856	0	10	1	5	683	10	1	10	13	4475	2595	4	2837	1	9786	6	1	746	237	1	4686	1	1	928	39	4638	2	3827	764	0	2	14	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Ruminococcus gnavus group;
Zotu2	380	1	894	215	0	220	720	0	132	0	157	6703	0	0	1294	221	0	0	2350	0	8	2449	1748	72	0	2	0	0	8	2	290	3579	0	2948	928	30	0	0	0	4917	1886	0	2	23	4753	142	409	0	5	2745	3265	0	0	4	21	3	6	753	0	0	1	11	3	0	140	3552	9	258	0	4	0	43	99	947	0	1029	2645	0	0	6	0	418	11896	130	0	234	3261	0	1	2420	0	11	1742	280	0	147	1892	1	0	84	735	620	28	28	2712	6	5	9773	498	15	619	0	5	0	6	209	9806	6	10636	3276	1216	893	0	5	0	170	44	264	0	317	659	0	0	1064	1	0	6152	160	377	1489	1357	1664	3360	210	5664	229	955	0	1089	1657	0	22	0	74	4	0	1368	13	10	0	0	4	0	0	1421	3625	10818	0	1463	1295	180	10460	1936	1	741	0	1	12	2	233	3912	317	2	0	16	222	721	5	581	0	0	0	178	3245	0	0	780	2176	696	4	146	55	0	444	247	6	0	9583	315	2669	135	15288	287	0	31	4873	3	252	2	0	5765	30	0	11	0	0	7532	0	42	133	2241	2804	1259	1334	4635	367	359	4	Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;
Zotu20	1768	1	0	1267	0	1491	0	0	2	0	1	0	0	0	0	1444	0	0	0	0	15	0	1	0	0	2	0	0	0	2980	1	0	0	1198	1	55	0	0	3649	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	36	0	1	3258	0	0	0	0	0	0	5	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	63	0	11	0	308	658	1	0	0	1	0	0	2	0	0	5	1	0	1	0	1	5	1	0	0	0	1	856	1	0	2	0	1	1	0	12	0	2	0	2	0	0	720	0	0	1	0	0	2	731	2	1	0	0	895	0	0	0	1	0	1	0	0	0	0	18	3	0	0	2	2	0	0	657	0	0	388	1856	0	0	2	0	0	1	0	1	0	0	2	26	11	2	1	2	0	0	0	1	1	5	0	0	0	0	1	0	0	4	1	1	0	1	0	0	0	0	5	3070	0	1	0	0	0	1	0	0	0	0	1167	0	2	0	2	3	1	458	0	0	1	0	1	1	0	9	0	0	0	0	2	0	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium;
Zotu380	1431	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
Zotu101	671	0	0	0	6	0	0	971	0	675	0	20	1021	0	0	0	723	484	5	462	59	0	8	0	91	0	16	864	0	0	0	0	48	0	0	0	180	0	0	0	0	56	0	0	282	18	0	0	0	0	0	96	93	0	0	0	0	0	18	116	9	333	0	601	0	0	1	1	58	0	1	248	0	0	161	0	0	32	259	0	43	0	0	0	0	0	0	120	1	0	70	0	0	34	0	0	0	11	185	1	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	3	0	0	0	0	282	0	78	2	0	0	29	0	0	182	65	2	0	23	0	0	0	0	0	0	0	0	0	0	0	39	0	0	50	0	8	1549	0	0	1	0	0	12	160	1495	0	0	7	0	0	209	1	3	0	0	0	0	0	0	0	0	74	18	0	0	0	37	0	0	1	19	0	0	0	8	15	0	0	0	0	0	0	0	0	32	0	1	0	0	460	0	0	0	0	0	0	398	0	0	0	0	0	49	0	0	40	24	953	155	305	85	0	0	0	278	0	1	0	0	0	0	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
Zotu55	1777	0	0	125	1	0	0	0	1	0	0	0	0	1192	0	0	0	0	61	0	1083	1	40	0	0	0	0	11	0	2	947	0	0	1	0	0	1	0	0	359	1500	0	0	0	0	61	1	0	120	0	0	0	58	0	171	308	0	0	0	0	0	0	1	0	0	0	1	1	11	223	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	151	0	43	0	1	1	13	0	0	0	0	0	28	0	0	13	0	0	256	0	4	24	0	5	1	12	1	38	0	39	0	0	0	6	0	111	3	4	0	0	13	0	1	2	0	1	120	13	1	0	2	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	152	5	1	0	1026	6	0	0	0	50	0	1	0	0	0	0	1	0	0	2	0	4	3	75	620	0	753	0	32	0	0	0	33	0	0	0	0	0	108	0	0	1	0	0	355	1	0	1	0	76	130	1	1	0	0	0	1	0	1	0	0	0	0	827	0	0	1	1	0	4	37	0	1	1	0	1	0	8	0	0	0	0	1561	198	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
Zotu149	743	0	0	0	0	0	0	0	1	0	0	61	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	1	0	611	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	450	0	0	0	2	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	2	0	0	41	0	0	68	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	4	0	0	0	1	5	0	0	0	0	0	0	0	6	0	0	944	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	3	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	607	0	0	120	0	618	0	0	0	0	0	0	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
Zotu360	742	0	0	0	0	0	0	0	0	0	0	13	5	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	46	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0	326	0	0	0	0	0	0	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
Zotu166	1600	0	0	69	9	0	0	27	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	1	0	0	931	0	0	2	0	5	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	63	0	0	4	670	0	162	124	0	0	0	0	0	0	0	0	0	0	0	0	279	0	0	0	0	0	0	0	0	1	18	0	152	0	0	0	0	0	0	0	69	0	74	0	0	0	0	0	0	0	2	0	17	0	0	35	0	0	102	0	0	0	0	205	0	163	0	52	0	0	0	0	0	0	2	0	46	6	0	0	204	0	0	838	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	76	1	0	1	26	1	0	0	0	0	0	0	0	1	0	0	788	246	0	4	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	7	0	0	0	1	0	1	0	0	0	0	437	2	0	20	0	0	1	0	0	0	0	0	1	0	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
Zotu29	321	7	0	246	1	55	35	6	0	27	0	1	13	0	1	82	26	6	236	5	73	3	380	66	0	0	1	12	0	399	3	1175	10	305	2	9	2	0	832	0	501	0	1	1	0	31	0	0	2	65	183	0	14	2568	44	785	1697	639	2	7	2	47	0	9	0	0	0	1	4	173	0	87	31	1	6	129	0	0	13	0	3	0	0	408	4	3	1	0	13	771	19	0	244	9	1	32	3	4	6	311	663	0	0	9	1	2	310	1	986	15	0	5	2	6	0	111	0	21	0	0	68	340	22	48	2	3	1	0	1	28	185	2	44	180	10	2	478	346	27	0	0	81	68	758	773	1	163	1	165	0	2	13	1	31	20	1	1	13	487	4	2	107	2	22	0	119	1	6	2	0	0	1	0	0	2	1	3	27	236	237	1011	0	4	2	25	0	11	43	1	0	7	3	595	0	17	0	154	449	486	0	69	378	4	337	130	399	4	256	1	0	2	0	0	0	1	0	261	0	209	0	3	0	11	99	49	1	0	4	0	103	0	309	0	0	5	1	0	8	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium;
Zotu75	490	0	103	64	0	15	0	2	1	0	0	0	0	0	0	19	0	1	166	0	10	0	76	13	0	1	0	3	0	176	1	1	1	137	1	2	1	0	593	0	1	0	1	0	0	54	285	0	0	152	0	0	0	1	13	90	1	0	0	0	0	20	0	0	0	0	0	0	0	7	2	42	17	0	4	21	0	0	2	2	1	0	0	84	0	0	0	0	15	0	5	0	13	0	0	310	0	2	1	1	328	0	1	4	0	0	38	0	479	2	0	0	0	1	0	20	0	1	1	0	6	178	0	13	0	0	0	0	0	0	1	0	12	128	0	0	0	147	34	0	0	22	10	150	0	0	16	1	0	0	0	3	1	0	13	1	0	8	0	2	1	3	0	3	0	1929	0	1	1	0	861	0	433	0	0	1	3	9	23	1	0	0	1	0	0	0	8	41	0	0	1	0	87	0	6	0	26	398	1	0	0	0	0	56	1	75	0	0	0	0	0	0	226	0	0	0	353	0	2	0	0	0	2	25	41	0	0	0	0	43	0	0	0	0	1	0	0	0	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;;
Zotu150	744	1	0	0	0	97	0	1	0	0	0	0	0	0	0	141	1	1	0	0	2	0	1	0	0	0	0	0	0	111	0	0	0	17	0	0	0	0	369	0	56	0	113	0	0	0	0	0	0	0	238	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	0	0	96	0	0	0	0	0	0	0	13	0	0	0	0	5	15	0	0	395	0	0	43	0	0	0	1	0	0	0	0	0	0	0	0	16	2	0	0	0	0	0	18	1	0	1	0	5	232	0	0	0	3	0	0	0	35	25	4	0	3	0	1	317	140	0	0	0	43	5	261	0	0	0	0	0	0	0	1	1	17	46	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	256	0	0	0	0	0	3	1	0	0	0	0	0	0	34	0	1	0	0	0	0	0	0	21	4	0	0	0	58	0	0	0	0	434	0	0	0	0	0	0	0	0	0	1	392	0	150	0	0	0	2	110	9	0	0	0	0	8	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Anaerostipes;
Zotu237	155	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	60	2	1	0	16	6	0	0	0	0	0	0	484	0	0	0	0	2	0	0	847	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0	26	0	0	2	0	0	0	0	0	7	0	0	85	1	0	0	0	0	0	0	20	0	1	20	1	1	0	0	9	0	0	0	0	0	1	0	1	0	0	0	147	0	2	0	0	9	1	0	15	0	0	0	0	0	0	63	0	1	0	7	0	0	118	0	0	0	5	74	0	0	0	950	0	0	0	1	0	1	0	17	0	0	0	0	0	22	0	0	4	0	0	0	1	0	1	0	1	0	0	0	0	1	0	42	0	0	0	0	0	1	0	1	14	0	0	1	0	41	0	10	0	69	0	0	0	1	0	0	0	11	460	0	0	0	0	0	0	0	41	0	0	0	482	0	0	0	0	3	4	1	0	0	93	0	6	0	0	0	0	0	0	0	1	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Blautia;
Zotu69	128	76	2	119	9	86	188	50	1	88	0	43	77	0	0	112	143	56	63	17	29	0	139	497	0	0	0	96	0	217	341	0	9	4	172	28	14	0	193	1	43	6	105	0	116	16	34	0	0	128	208	10	41	3	34	122	470	22	8	9	13	23	0	50	0	0	0	0	51	0	11	499	161	1	6	155	0	4	27	0	3	0	0	0	19	3	0	1	132	657	78	0	80	70	23	115	0	48	1	66	60	0	0	76	0	1	412	0	419	17	0	0	0	35	0	302	0	2	0	0	28	97	27	30	3	0	0	229	0	43	169	13	104	88	46	43	290	2	17	0	0	44	51	0	0	0	353	1	0	0	5	9	5	61	2	0	0	12	28	35	12	58	2	43	0	80	0	1	1	1	0	0	339	0	0	37	19	44	0	51	331	0	3	5	67	0	30	34	0	0	177	0	61	0	76	0	109	57	61	0	125	0	43	18	46	3	2	0	0	0	336	0	0	11	0	0	274	1	12	0	0	0	9	88	607	18	185	10	0	158	50	158	0	111	0	0	507	28	Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Flavonifractor;
Zotu285	76	83	0	0	0	0	0	205	0	0	0	0	0	0	0	0	132	0	21	52	3	0	0	1	0	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	5	0	350	0	64	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	25	0	4	72	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	59	0	79	0	0	0	0	127	0	0	0	0	0	0	1	3	0	198	0	0	0	34	39	0	0	0	0	5	0	0	0	0	0	0	0	0	0	31	1	0	0	0	6	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	26	0	81	0	0	8	0	0	0	0	0	0	0	44	0	0	29	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	9	0	0	0	0	0	9	0	0	0	0	1	13	0	0	0	0	0	6	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella;
Zotu114	68	496	0	0	0	0	0	254	0	0	1	0	183	0	0	0	120	0	80	274	15	0	4	0	158	0	13	0	0	0	19	0	54	0	0	0	0	0	0	45	0	65	0	0	0	99	0	0	0	0	20	168	127	0	15	0	0	0	0	0	0	0	0	40	1	0	0	0	0	0	0	0	0	0	0	0	0	0	316	0	0	0	0	0	28	0	0	0	0	0	27	0	18	70	0	0	0	0	1	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	196	0	1	0	0	0	0	60	0	0	0	0	0	160	1	16	1	181	0	14	0	155	104	0	0	0	0	26	0	0	0	0	0	0	0	0	0	18	0	0	9	0	8	0	379	276	0	541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	19	0	94	0	0	24	0	4	0	0	0	0	0	200	0	0	87	0	0	0	0	2	0	0	0	0	156	0	0	0	100	101	8	0	0	0	0	0	76	0	0	0	0	0	18	0	0	0	0	0	25	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella;
Zotu34	48	2	472	1	2	20	185	2	62	0	1	45	2	16	214	18	0	0	47	7	4	1323	3	3	0	3	0	2	1	29	0	389	0	301	12	1	0	0	0	1	522	2	1	188	2	0	408	1	934	38	30	2	3	276	2	12	61	4	0	4	0	0	0	1	0	638	314	320	0	106	0	1	0	1	0	1	0	0	5	2	1	19	0	826	0	0	74	20	1	0	2	1	4	0	0	2	2	31	0	328	62	29	146	2	598	0	93	14	413	0	23	0	1003	4	12	10	83	0	15	1173	0	0	2	0	1	273	0	13	1	20	928	0	27	88	3	25	20	0	487	1	34	0	135	378	0	0	0	4	285	0	1	0	0	0	0	2	395	0	189	0	0	1	5	0	91	23	1	6	356	373	382	0	0	1	546	6	0	25	11	442	365	5	0	8	0	0	2	1	254	2	1	2	0	782	2	183	9	623	151	0	25	13	0	157	9	15	1	0	162	202	1	0	467	0	0	10	33	0	112	0	155	43	0	53	0	1	5	0	1	3	79	7	4	408	183	0	0	0	Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Veillonella;
Zotu191	47	0	0	0	0	0	124	0	0	0	0	0	0	16	0	1	1	0	19	0	0	10	0	0	0	2	0	0	0	0	0	0	0	1	8	0	0	0	0	1	262	0	0	0	0	0	43	0	8	111	0	0	0	1	0	1	5	1	0	0	0	0	0	0	40	82	77	334	0	5	0	0	0	0	0	3	1	0	0	1	0	0	1	0	0	0	36	0	0	0	0	10	0	0	0	0	0	4	0	0	17	32	0	0	55	82	1	34	0	0	0	0	962	0	0	0	5	0	0	10	0	1	0	0	2	0	1	12	0	2	6	0	0	1	0	4	1	0	0	0	0	0	0	120	0	0	2	0	1	0	3	0	0	0	0	0	2	0	85	0	0	1	1	0	78	0	0	3	107	341	140	0	45	0	1	0	0	0	6	0	12	0	0	0	0	0	0	0	2	0	0	0	3	165	1	0	0	1	86	1	1	0	0	35	0	2	0	0	0	97	0	25	302	0	0	8	19	0	0	0	0	45	0	17	0	0	0	0	0	0	0	0	0	256	0	0	0	0	Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Veillonella;
Zotu6	154	22	380	33	19	215	2101	29	229	0	1023	4	34	1	1222	140	9	24	94	0	22	705	532	135	90	3946	2	88	251	2098	205	868	18	80	3356	14	1	0	309	252	49	481	3267	789	314	137	307	0	0	178	107	224	0	142	308	2	1986	141	65	0	2	4	371	334	474	678	529	366	376	32	47	31	30	1746	4	1039	38	35	0	883	4	0	133	54	0	512	11	1	38	273	7	1334	102	198	5	86	1336	564	167	307	342	389	3314	0	775	8695	32	177	85	3	5691	0	2445	69	424	3	1137	0	773	529	138	1075	99	0	5	487	1	354	2	13	4	0	0	125	0	305	789	58	818	284	2	116	38	270	823	49	2064	0	2	1	2	2	105	36	1000	0	1706	1	2	342	0	972	0	3	411	4748	1	13	1110	1709	312	1083	1193	732	1393	159	155	1	28	575	353	852	0	48	5	484	80	9	139	3	1	2	17	250	44	277	143	436	3	319	115	1500	220	103	5	263	8	565	1009	1402	2028	430	5259	87	212	1154	643	113	1917	16	4	522	3	148	0	15	2	0	5	153	92	83	1	522	1734	0	1519	6	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;
