##OTU ID	11509	04409	06409	01112	02507	08209	02901	04303	08601	01207	10712	04603	10524	02701	04305	02912	01101	01601	07505	07507	10205	01212	11401	06324	10509	07501	08609	07603	02301	04307	04609	04407	06401	10603	07107	02705	10724	08605	02703	03112	10624	03124	01124	01603	03412	10503	01107	03407	02707	02312	10612	10201	11407	03101	01605	03103	03401	02907	04503	03601	06412	02303	11524	10703	07109	04312	02524	10609	02503	10224	10207	06407	03405	08207	03624	10601	10701	06403	10707	02909	07524	01109	01203	01607	03612	11503	03424	11505	04401	02309	11409	01224	03105	08203	02512	03605	03609	06312	04524	07105	04512	10607	03403	06307	02905	07112	02305	07103	04505	02505	03603	06303	02924	04624	08224	02709	02724	10709	04324	08603	10212	06424	03409	04412	06301	11405	10605	02903	11501	10507	10705	10203	04424	08624	02712	10209	07509	04507	01624	11424	04501	08612	04612	04403	02324	04607	10501	01609	02307	04405	08607	01103	03607	07601	04601	07512	10512	07101	03107	02501	11403	01105	11507	08205	10505	07607	07503	07605	04301	01205	07624	07609	04605	01201	11412	01209	04309	06305	02509	03109	08201	06405	07124	taxonomy
Zotu4	2189	801	936	214	3454	346	3	5571	1	10	231	3	85	2	932	472	4	1	3146	535	2	4815	2614	155	7734	1	1007	4	1862	4580	210	1855	4	2140	876	5830	29	1744	3608	2898	5	25	63	5	505	4	802	2	1119	472	116	4	1433	1	0	1	2	577	5	4	211	3131	38	3	1161	1287	10	542	1	9	4694	1481	2	3	71	0	2	2482	2	1559	170	5	1	384	742	3	9	3	0	2199	901	63	7	3	265	577	2371	485	1	14	1518	1327	0	1	3115	3730	3356	5	2	2143	3954	3	22	2	36	816	4	1127	80	2675	390	20	7	3093	0	362	7	2	1	429	2249	11	4	44	402	1879	5	1	4	86	3	243	129	703	25	1350	3	469	2022	2761	2781	176	1089	0	6	203	4856	10	1	5	683	10	1	13	4475	2596	4	2837	9787	6	1	746	4686	1	928	39	4638	2	3828	764	0	2	14	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Ruminococcus gnavus group;
Zotu72	743	0	0	0	0	1	0	62	0	0	0	1	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	1	0	611	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	457	0	2	0	0	0	0	0	0	9	0	0	0	0	0	41	0	0	68	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	4	0	0	1	5	0	0	0	0	0	6	0	955	0	0	0	0	0	0	0	0	0	0	0	157	0	0	3	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	607	0	120	0	618	0	0	0	0	0	0	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
Zotu69	671	0	0	0	0	0	0	20	0	0	0	5	59	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	18	0	0	0	0	0	0	0	0	0	18	9	333	0	0	0	1	1	0	249	0	0	0	0	0	0	0	0	0	0	1	0	70	0	0	34	0	0	0	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1549	0	0	1	0	0	1497	0	4	0	0	1	3	0	0	0	0	0	0	0	74	18	0	0	0	0	0	1	19	0	0	15	0	0	0	0	0	0	0	32	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	24	305	0	0	0	278	0	1	0	0	0	0	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
Zotu2	380	894	215	220	720	132	157	6703	0	1294	221	2350	8	2449	1748	72	2	8	2	290	3579	2948	928	30	0	4917	1886	2	23	4753	142	409	5	2745	3265	4	21	3	6	753	0	1	11	3	140	3552	9	258	4	43	99	947	1029	2645	6	418	11896	130	234	3261	1	2420	0	11	1742	280	0	147	1892	1	84	735	620	28	28	2712	6	5	9773	498	15	619	5	6	209	9806	6	10636	3276	1216	893	5	170	44	264	317	659	1064	1	6152	160	377	1489	1357	1664	3360	210	5664	229	955	1089	1657	22	0	74	4	0	1368	13	10	4	0	1421	3625	10818	1463	1295	180	10460	1936	1	741	1	12	2	233	3912	317	2	16	222	721	5	581	0	178	3245	0	780	2176	696	4	146	55	444	247	6	9583	315	2669	135	15288	287	31	4873	3	252	2	5765	30	0	11	7532	42	133	2241	2804	1259	1334	4635	367	359	4	Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;
Zotu154	745	0	0	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	0	0	0	0	0	1	0	8	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	46	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	330	0	0	0	0	0	0	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
Zotu118	1601	0	69	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	162	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	74	0	0	0	0	0	0	0	0	17	0	0	35	0	0	102	0	0	0	0	0	0	52	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	26	1	0	0	0	0	0	0	1	0	0	246	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
Zotu41	490	103	65	15	0	1	0	0	0	0	19	166	10	0	76	13	1	0	176	1	1	137	1	2	593	0	1	1	0	0	54	285	0	152	0	1	13	90	1	0	0	0	20	0	0	0	0	0	7	42	17	0	21	0	2	0	0	84	0	0	15	0	5	0	13	0	0	310	0	2	1	328	0	1	4	0	0	38	0	479	2	0	0	0	20	0	1	1	0	6	178	13	0	0	0	0	1	128	0	0	147	34	0	0	22	10	150	0	0	16	0	0	3	1	0	13	1	0	8	0	3	3	0	1929	0	1	0	861	0	433	0	0	3	9	23	1	0	0	1	0	0	8	41	0	1	87	0	0	26	398	1	0	0	0	56	1	75	0	0	0	0	0	226	0	0	353	0	2	0	0	2	25	0	0	43	0	0	0	0	1	0	0	0	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;;
Zotu31	1779	0	127	0	0	1	0	0	1206	0	0	61	1083	1	40	0	0	0	2	963	0	1	0	0	0	374	1512	0	0	0	61	1	121	0	0	0	171	326	0	0	0	0	0	1	0	0	1	1	223	0	0	0	0	0	2	0	0	0	0	0	152	0	43	0	1	1	13	0	0	0	0	28	0	0	13	0	0	258	0	4	24	0	1	1	38	0	39	0	0	0	6	111	4	0	0	0	1	1	120	1	0	2	0	0	0	149	0	0	0	0	0	0	0	0	0	152	5	1	0	1031	0	51	1	1	0	0	0	1	0	0	2	0	3	75	620	0	769	0	32	0	0	33	0	0	0	108	0	1	0	0	356	1	0	1	76	130	1	0	0	0	1	0	1	0	0	0	845	0	1	1	0	4	1	0	1	0	8	0	0	0	0	1570	198	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
Zotu15	1768	0	1267	1491	0	2	1	0	0	0	1444	0	15	0	1	0	2	0	2981	1	0	1198	1	55	3650	0	3	0	0	1	0	0	0	0	1	0	36	0	1	3258	0	0	0	0	5	0	0	2	0	3	1	0	0	0	0	0	0	1	0	0	63	0	11	0	308	658	1	0	0	1	0	2	0	0	5	1	0	1	0	1	5	1	0	1	856	1	0	2	0	2	1	12	2	0	2	0	720	1	0	2	731	2	1	0	0	895	0	0	0	1	1	0	0	0	18	3	0	0	2	2	657	0	389	1856	0	2	0	0	1	0	1	0	2	26	11	2	1	2	0	0	1	1	5	0	0	1	0	4	1	1	0	1	0	0	0	5	3070	1	0	0	0	1	0	0	0	1167	0	2	2	3	1	458	1	1	1	0	9	0	0	0	0	2	0	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium;
Zotu162	1441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	62	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
